"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Tolland County","Chaffeeville",41.79472,-72.20833,"5000",NA,"UConn","CONN","CONN00019858","specimen","P.J.R. Hill","1946-10-04","1946-10-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Chaffeeville, Connecticut, Tolland County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Litchfield County","Sharon",41.86055,-73.44916,"5000",216,"UConn","CONN","CONN00019868","specimen","M. MacN. Hubbard","1952-08-23","1952-08-23","Data from GBIF data index - original values.",2013-05-12,"216","216",NA,NA,"US","Sharon, Connecticut, Litchfield County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Hartford County","New Britain",41.66111,-72.77972,"5000",NA,"UConn","CONN","CONN00019618","specimen","K.P. Jansson","1939-07-16","1939-07-16","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Britain, Connecticut, Hartford County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Hartford County","Reservoir Park, West Hartford",41.76194,-72.78888,"5000",NA,"UConn","CONN","CONN00019856","specimen","H.S. Clark","1897-11-02","1897-11-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Reservoir Park, West Hartford, Connecticut, Hartford County, United States"
"Hamamelis virginiana L.",NA,"United States","Maryland","Garrett County","Thayerville",39.50138,-79.3275,NA,NA,"UConn","CONN","CONN00019629","specimen","I. Tidestrom","1913-07-05","1913-07-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Thayerville, Maryland, Garrett County, United States"
"Hamamelis virginiana L.",NA,"Canada","Quebec","La Haute Yamaska","Granby",45.39805,-72.72194,NA,NA,"UConn","CONN","CONN00035904","specimen","Fabus, F.F.; Allyre, F.","1947-05-07","1947-05-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Granby, Quebec, La Haute Yamaska, Canada"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Middlesex County","Devil's Hopyard State Park",41.47611,-72.34166,"5000",NA,"UConn","CONN","CONN00073235","specimen","McMahon, Nicholas D.","2008-08-05","2008-08-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Devil's Hopyard State Park, Connecticut, Middlesex County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Hartford County","East Granby",41.94666,-72.74166,NA,NA,"UConn","CONN","CONN00019617","specimen","Emma J. Thompson","1909-07-05","1909-07-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","East Granby, Connecticut, Hartford County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Litchfield County","Pond Mountain Natural Area",41.75472,-73.47888,"3",NA,"UConn","CONN","CONN00031885","specimen","Daniel M. Spurr","1998-06-10","1998-06-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Pond Mountain Natural Area, Connecticut, Litchfield County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Fairfield County","Wilton",41.24527,-73.47611,"20000",190,"UConn","CONN","CONN00039247","specimen","Steve Glenn","1995-07-11","1995-07-11","Data from GBIF data index - original values.",2013-05-12,"190","190",NA,NA,"US","Wilton, Connecticut, Fairfield County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Litchfield County","Mount Riga",41.99444,-73.46916,"1",NA,"UConn","CONN","CONN00035546","specimen","Rob Storm","1998-08-01","1998-08-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mount Riga, Connecticut, Litchfield County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Litchfield County","Mount Frissel",42.05111,-73.4825,"2",NA,"UConn","CONN","CONN00019848","specimen","Leslie J. Mehrhoff","1990-10-15","1990-10-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mount Frissel, Connecticut, Litchfield County, United States"
"Hamamelis virginiana L.",NA,"United States","Pennsylvania","Philadelphia County","Morris Arboretum, Philadelphia",40.08833,-75.22138,"5000",NA,"UConn","CONN","CONN00019665","specimen","Francis H. Wolfe","1971-07-21","1971-07-21","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Morris Arboretum, Philadelphia, Pennsylvania, Philadelphia County, United States"
"Hamamelis virginiana L.",NA,"United States","Connecticut","Windham County","South Windham",41.67944,-72.17083,"2",NA,"UConn","CONN","CONN00019853","specimen","M. MacN. Hubbard","1952-07-13","1952-07-13","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","South Windham, Connecticut, Windham County, United States"
"Hamamelis virginiana L.",NA,"United States","New Jersey","Sussex County","High Point State Park",41.29222,-74.69333,NA,NA,"UConn","CONN","CONN00134659","specimen","Leslie J. Mehrhoff","1981-06-27","1981-06-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","High Point State Park, New Jersey, Sussex County, United States"
"Hamamelis virginiana","North America","Canada","Québec","Mun. Rég. de Cté de Desjardins","Pointe Martinière; Lévis, Lauzon",46.833,-71.117,NA,NA,"CMN","CAN","CAN 584935","specimen","Cayouette, Jacques","1982-09-19","1982-09-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Pointe Martinière; Lévis, Lauzon, Québec, Mun. Rég. de Cté de Desjardins, Canada, North America"
"Hamamelis virginiana",NA,"United States",NA,NA,"Granville, Mass.",42.066666,-72.86667,NA,NA,"M","BSMeryscoll","M-0017359 / 19428 / 12362","specimen","Seymour, A.B.",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Granville, Mass., United States"
"Hamamelis virginiana",NA,"Canada",NA,NA,"On Hamamelis virginiana near London (Ont.) Canada.",42.966667,-81.25,NA,NA,"M","BSMeryscoll","M-0017265 / 21111 / 13404","specimen","Dearness, J.",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","On Hamamelis virginiana near London (Ont.) Canada., Canada"
"Hamamelis virginiana",NA,"United States",NA,NA,"Monson, Mass.",42.1,-72.316666,NA,NA,"M","BSMeryscoll","M-0017361 / 3635 / 2295","specimen","Seymour, A.B.","1885-08-15","1885-08-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Monson, Mass., United States"
"Hamamelis virginiana",NA,"United States",NA,NA,"USA. White Lake, Wisc.",44.35,-88.916664,NA,NA,"M","BSMeryscoll","M-0017357 / 14370 / 9127","specimen","Davis, J.J.",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","USA. White Lake, Wisc., United States"
"Hamamelis virginiana",NA,"United States",NA,NA,"America septentrionalis; Albany ― New York",42.65,-73.75,NA,NA,"M","BSMeryscoll","M-0017367 / 9987 / 6290","specimen","Peck, C.H.",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","America septentrionalis; Albany ― New York, United States"
"Hamamelis virginiana",NA,"United States",NA,NA,"New Hampshire Chocorua",43.866665,-71.21667,NA,NA,"M","BSMeryscoll","M-0017358 / 21044 / 13363","specimen","Farlow, W.G.",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Hampshire Chocorua, United States"
"Hamamelis virginiana L.",NA,"Canada",NA,NA,"Canada, near London (Ont.)",42.966667,-81.25,NA,NA,"HAL","HALcoll","HAL 294 / 40039 / 29913","specimen","Dearness, J.",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Canada, near London (Ont.), Canada"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","New Haven",41.3113,-72.9246,NA,NA,"YPM","BOT","YU.052234","specimen","D. C. Eaton",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Haven, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New London County","Lyme",41.3965,-72.3438,NA,NA,"YPM","BOT","YPM CBS 017151","specimen","S. S. Stutz","1937-10-14","1937-10-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Lyme, Connecticut, New London County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Fairfield County","bank of Factory Pond",41.1186,-73.4228,NA,NA,"YPM","BOT","YPM CBS 017153","specimen","A. E. Carpenter","1891-05-28","1891-05-28","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","bank of Factory Pond, Connecticut, Fairfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","New Haven",41.407,-72.9316,NA,NA,"YPM","BOT","YPM YU 052235","specimen","G. W. Hawes","1873-10-15","1873-10-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Haven, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New London County","Waterford",41.3707,-72.1476,NA,NA,"YPM","BOT","YPM CBS 017165","specimen","C. B. Graves","1896-09-17","1896-09-17","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Waterford, Connecticut, New London County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Fairfield County","Bridgeport",41.1932,-73.196,NA,NA,"YPM","BOT","YPM CBS 017144","specimen","H. S. Clark","1909-10-04","1909-10-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bridgeport, Connecticut, Fairfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Oxford",41.4313,-73.1351,NA,NA,"YPM","BOT","YPM YU 052233","specimen","A. F. Hill","1915-10-07","1915-10-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Oxford, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Litchfield County","Litchfield",41.7413,-73.1931,NA,NA,"YPM","BOT","YPM YU 052254","specimen","W. D. Buell","1903-10-28","1903-10-28","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Litchfield, Connecticut, Litchfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Yale Natural Preserve",41.2858,-72.7986,NA,NA,"YPM","BOT","YPM YU 052241","specimen","L. Brown","2003-07-27","2003-07-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Yale Natural Preserve, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Litchfield County","Washington",41.6523,-73.3145,NA,NA,"YPM","BOT","YPM YU 052248","specimen","A. W. Evans","1919-07-20","1919-07-20","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Washington, Connecticut, Litchfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Litchfield County","Woodbury",41.5614,-73.2072,NA,NA,"YPM","BOT","YPM YU 052239","specimen","E. H. Eames","1905-10-01","1905-10-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Woodbury, Connecticut, Litchfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Elm Street",41.3114,-72.9247,NA,NA,"YPM","BOT","YPM YU 052252","specimen","S. Bohning","1978-12-09","1978-12-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Elm Street, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Middlesex County","Steven's pasture",41.5989,-72.5892,NA,NA,"YPM","BOT","YPM YU 052236","specimen","F. Wilson","1896-10-25","1896-10-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Steven's pasture, Connecticut, Middlesex County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Middlesex County","Chester",41.406,-72.4831,NA,NA,"YPM","BOT","YPM YU 052240","specimen","R. H. Burton","1932-07-03","1932-07-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Chester, Connecticut, Middlesex County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New London County","shore of Shetucket River behind Blanchette Memorial Field on Route 207 in Baltic",41.6303,-72.0758,NA,NA,"YPM","BOT","YPM CBS 017162","specimen","G. C. Tucker","1987-09-25","1987-09-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","shore of Shetucket River behind Blanchette Memorial Field on Route 207 in Baltic, Connecticut, New London County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","New Haven",41.3113,-72.9246,NA,NA,"YPM","BOT","YU.052235","specimen","G. W. Hawes","1873-10-15","1873-10-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Haven, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Wolcott",41.6007,-72.9732,NA,NA,"YPM","BOT","YPM CBS 017169","specimen","H. S. Clark","1908-08-12","1908-08-12","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Wolcott, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Hamden",41.396,-72.9216,NA,NA,"YPM","BOT","YPM YU 052237","specimen","A. L. Winton","1885-10-15","1885-10-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Hamden, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Tolland County","edge of swamp near Crystal Lake",41.9875,-72.3122,NA,NA,"YPM","BOT","YPM YU 052257","specimen","A. F. Hill",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","edge of swamp near Crystal Lake, Connecticut, Tolland County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Tolland County","woods behind 43 Schofield Road",41.8894,-72.2594,NA,NA,"YPM","BOT","YPM CBS 017166","specimen","L. J. Mehrhoff","1990-02-24","1990-02-24","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","woods behind 43 Schofield Road, Connecticut, Tolland County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Rainbow",41.8714,-72.6736,NA,NA,"YPM","BOT","YPM CBS 033446","specimen","H. S. Clark","1908-09-20","1908-09-20","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Rainbow, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Windham County","Ashford",41.8911,-72.171,NA,NA,"YPM","BOT","CBS.017146","specimen","C. A. Weatherby","1920-07-11","1920-07-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Ashford, Connecticut, Windham County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Windham County","Ashford",41.8911,-72.171,NA,NA,"YPM","BOT","YPM CBS 017146","specimen","C. A. Weatherby","1920-07-11","1920-07-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Ashford, Connecticut, Windham County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Southington",41.6049,-72.88,NA,NA,"YPM","BOT","YPM CBS 017159","specimen","C. H. Bissell","1897-09-26","1897-09-26","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Southington, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Oxford",41.4313,-73.1351,NA,NA,"YPM","BOT","YPM CBS 017156","specimen","E. B. Harger","1887-10-10","1887-10-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Oxford, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Middlesex County","Titus Coan Road, behind Mertz foundation",41.3792,-72.5783,NA,NA,"YPM","BOT","YPM CBS 017152","specimen","A. Harkins","1969-10-03","1969-10-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Titus Coan Road, behind Mertz foundation, Connecticut, Middlesex County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","North Guilford",41.367,-72.717,NA,NA,"YPM","BOT","YPM CBS 033447","specimen","A. I. Bartlett",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","North Guilford, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","North Guilford",41.367,-72.717,NA,NA,"YPM","BOT","YPM CBS 017149","specimen","G. H. Bartlett","1903-10-11","1903-10-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","North Guilford, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Litchfield County","Bantam Lake",41.7414,-73.1931,NA,NA,"YPM","BOT","YPM YU 052256","specimen","G. E. Nichols","1919-08-25","1919-08-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bantam Lake, Connecticut, Litchfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Yale Natural Preserve",41.2858,-72.7986,NA,NA,"YPM","BOT","YPM YU 052246","specimen","J. E. Ebinger","1958-06-06","1958-06-06","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Yale Natural Preserve, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven","West Rock State Park.  Forest adjacent to east edge of Lake Wintergreen - near constriction between parking lot cove and main body of water",41.35786,-72.96406,NA,NA,"YPM","BOT","YPM YU 100801","specimen","P. W. Sweeney","2010-08-23","2010-08-23","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","West Rock State Park.  Forest adjacent to east edge of Lake Wintergreen - near constriction between parking lot cove and main body of water, Connecticut, New Haven, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","New Haven",41.3113,-72.9246,NA,NA,"YPM","BOT","YU.052242","specimen","D. C. Eaton",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Haven, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","hillside near Shulte Meadow Lake",41.605,-72.88,NA,NA,"YPM","BOT","YPM CBS 017161","specimen","C. H. Bissell",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","hillside near Shulte Meadow Lake, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Fairfield County","Shelton",41.2964,-73.1464,NA,NA,"YPM","BOT","YPM CBS 017157","specimen","H. S. Clark","1909-09-15","1909-09-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Shelton, Connecticut, Fairfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Berlin",41.6112,-72.776,NA,NA,"YPM","BOT","YPM CBS 017145","specimen","H. M. Denslow","1937-11-19","1937-11-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Berlin, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Fairfield County","Wilton",41.2069,-73.4399,NA,NA,"YPM","BOT","YPM CBS 017167","specimen","A. E. Carpenter","1904-09-18","1904-09-18","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Wilton, Connecticut, Fairfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","New Haven",41.407,-72.9316,NA,NA,"YPM","BOT","YPM YU 052234","specimen","D. C. Eaton",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Haven, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","York Street moat entrance to Saybrook College",41.3114,-72.9247,NA,NA,"YPM","BOT","YPM YU 052245","specimen","J. L. Mayberry",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","York Street moat entrance to Saybrook College, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Yale Natural Preserve",41.2858,-72.7986,NA,NA,"YPM","BOT","YPM YU 052249","specimen","J. R. Reeder","1947-10-19","1947-10-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Yale Natural Preserve, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Coffin's College",41.9425,-72.7411,NA,NA,"YPM","BOT","YPM CBS 017148","specimen","J. F. Smith","1938-10-15","1938-10-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Coffin's College, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Litchfield County","Litchfield",41.7413,-73.1931,NA,NA,"YPM","BOT","YPM YU 052253","specimen","W. D. Buell","1903-10-28","1903-10-28","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Litchfield, Connecticut, Litchfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Suffield",41.9945,-72.6788,NA,NA,"YPM","BOT","YPM CBS 017163","specimen","J. F. Smith","1933-10-07","1933-10-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Suffield, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Saybrook moat, Elm Street",41.3114,-72.9247,NA,NA,"YPM","BOT","YPM YU 052238","specimen","H. Scudder","1979-10-31","1979-10-31","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Saybrook moat, Elm Street, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Yale Natural Preserve",41.2858,-72.7986,NA,NA,"YPM","BOT","YPM YU 052250","specimen","J. R. Reeder","1947-11-02","1947-11-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Yale Natural Preserve, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","York Street moat entrance to Saybrook College",41.3114,-72.9247,NA,NA,"YPM","BOT","YPM YU 052251","specimen","E. Perry","1978-10-02","1978-10-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","York Street moat entrance to Saybrook College, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Litchfield County","Cornwall",41.8475,-73.3298,NA,NA,"YPM","BOT","YPM CBS 017143","specimen","C. H. Bissell","1903-09-21","1903-09-21","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Cornwall, Connecticut, Litchfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Waterbury",41.5583,-73.036,NA,NA,"YPM","BOT","YPM CBS 017164","specimen","A. E. Blewitt","1908-07-04","1908-07-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Waterbury, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New London County","Franklin",41.6153,-72.1432,NA,NA,"YPM","BOT","YPM CBS 017150","specimen","R. W. Woodward","1909-11-01","1909-11-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Franklin, Connecticut, New London County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Burnham Street",41.7636,-72.6153,NA,NA,"YPM","BOT","YPM CBS 017147","specimen","C. A. Weatherby",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Burnham Street, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Middlesex County","Brookside",41.5989,-72.5892,NA,NA,"YPM","BOT","YPM CBS 017158","specimen","F. Wilson","1896-10-25","1896-10-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Brookside, Connecticut, Middlesex County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","New Haven",41.407,-72.9316,NA,NA,"YPM","BOT","YPM YU 052242","specimen","D. C. Eaton",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Haven, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","West Rock",41.3114,-72.9247,NA,NA,"YPM","BOT","YPM YU 052255","specimen","A. H. Graves","1903-05-27","1903-05-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","West Rock, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Rainbow",41.8714,-72.6736,NA,NA,"YPM","BOT","YPM CBS 017168","specimen","H. S. Clark","1908-07-04","1908-07-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Rainbow, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Oxford",41.4313,-73.1351,NA,NA,"YPM","BOT","YPM CBS 017170","specimen","E. B. Harger","1901-10-06","1901-10-06","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Oxford, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Elm Street between York and High, moat around Sterling Memorial Library",41.3114,-72.9247,NA,NA,"YPM","BOT","YPM YU 052244","specimen","L. Brown","1979-10-30","1979-10-30","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Elm Street between York and High, moat around Sterling Memorial Library, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Litchfield County","New Milford",41.6041,-73.4216,NA,NA,"YPM","BOT","YPM CBS 017154","specimen","C. H. Bissell","1921-07-21","1921-07-21","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Milford, Connecticut, Litchfield County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Pleasant Street",41.605,-72.88,NA,NA,"YPM","BOT","YPM CBS 017160","specimen","C. H. Bissell","1901-07-09","1901-07-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Pleasant Street, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Oxford",41.4313,-73.1351,NA,NA,"YPM","BOT","YPM CBS 017155","specimen","J. Harger","1880-09-11","1880-09-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Oxford, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","north side of College Street, East of Elm Street, along Calhoun College",41.3114,-72.9247,NA,NA,"YPM","BOT","YPM YU 052247","specimen","R. J. Mueller","1933-11-06","1933-11-06","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","north side of College Street, East of Elm Street, along Calhoun College, Connecticut, New Haven County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","Hartford County","Berlin",41.6112,-72.776,NA,NA,"YPM","BOT","CBS.017145","specimen","H. M. Denslow","1937-11-19","1937-11-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Berlin, Connecticut, Hartford County, United States, North America"
"Hamamelis virginiana","North America","United States","Connecticut","New Haven County","Quarry Road, Emery Pond",41.3347,-72.7006,NA,NA,"YPM","BOT","YPM YU 052232","specimen","L. Brown","1994-11-01","1994-11-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Quarry Road, Emery Pond, Connecticut, New Haven County, United States, North America"
